CHECKLIST_NAME	CHECKLIST_FIELD_ID	CHECKLIST_FIELD_NAME	CHECKLIST_FIELD_DESCRIPTION
GSC MIxS human skin	460	subspecific genetic lineage	Information about the genetic distinctness of the sequenced organism below the subspecies level, e.g., serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123.
GSC MIxS human vaginal	460	subspecific genetic lineage	Information about the genetic distinctness of the sequenced organism below the subspecies level, e.g., serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123.
GSC MIxS microbial mat biolfilm	460	subspecific genetic lineage	Information about the genetic distinctness of the sequenced organism below the subspecies level, e.g., serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123.
GSC MIxS miscellaneous natural or artificial environment	460	subspecific genetic lineage	Information about the genetic distinctness of the sequenced organism below the subspecies level, e.g., serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123.
GSC MIxS plant associated	460	subspecific genetic lineage	Information about the genetic distinctness of the sequenced organism below the subspecies level, e.g., serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123.
GSC MIxS sediment	460	subspecific genetic lineage	Information about the genetic distinctness of the sequenced organism below the subspecies level, e.g., serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123.
GSC MIxS soil	460	subspecific genetic lineage	Information about the genetic distinctness of the sequenced organism below the subspecies level, e.g., serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123.
GSC MIxS wastewater sludge	460	subspecific genetic lineage	Information about the genetic distinctness of the sequenced organism below the subspecies level, e.g., serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123.
GSC MIxS water	460	subspecific genetic lineage	Information about the genetic distinctness of the sequenced organism below the subspecies level, e.g., serovar, serotype, biotype, ecotype, or any relevant genetic typing schemes like Group I plasmid. Subspecies should not be recorded in this term, but in the NCBI taxonomy. Supply both the lineage name and the lineage rank separated by a colon, e.g., biovar:abc123.
ENA Plant Sample Checklist	630	subspecific genetic lineage name	name of the infraspecific rank, e.g  ecotype  Col-0
ENA Plant Sample Checklist	629	subspecific genetic lineage rank	further information about the genetic distinctness of this lineage by recording additional information i.e. variety, cultivar, ecotype, inbred line,; it can also contain alternative taxonomic information
GSC MIxS built environment	296	substructure type	the substructure or under building is that largely hidden section of the building which is built off the foundations to the ground floor level
ENA Micro B3	65	sulfate	concentration of sulfate
GSC MIxS Hydrocarbon	65	sulfate	concentration of sulfate
GSC MIxS microbial mat biolfilm	65	sulfate	concentration of sulfate
GSC MIxS miscellaneous natural or artificial environment	65	sulfate	concentration of sulfate
GSC MIxS sediment	65	sulfate	concentration of sulfate
GSC MIxS water	65	sulfate	concentration of sulfate
GSC MIxS Hydrocarbon	1041	sulfate in formation water	Original sulfate concentration in the hydrocarbon resource
ENA Micro B3	66	sulfide	concentration of sulfide
GSC MIxS Hydrocarbon	66	sulfide	concentration of sulfide
GSC MIxS microbial mat biolfilm	66	sulfide	concentration of sulfide
GSC MIxS miscellaneous natural or artificial environment	66	sulfide	concentration of sulfide
GSC MIxS sediment	66	sulfide	concentration of sulfide
GSC MIxS water	66	sulfide	concentration of sulfide
GSC MIxS built environment	269	surface humidity	surface water activity as a function of air and material moisture
GSC MIxS Food and Production	270	surface material	surface materials at the point of sampling
GSC MIxS built environment	270	surface material	surface materials at the point of sampling
